sample,uptime_ms,elapsed_ms,elapsed_s,run,mode,x_in,y_in,heading_deg,linear_speed_ips,angular_speed_dps,battery_mv,battery_capacity_pct,missed_samples,m5_left_front_rpm,m5_left_front_target_rpm,m5_left_front_temp_c,m5_left_front_voltage_mv,m5_left_front_current_ma,m13_left_middle_rpm,m13_left_middle_target_rpm,m13_left_middle_temp_c,m13_left_middle_voltage_mv,m13_left_middle_current_ma,m12_left_back_rpm,m12_left_back_target_rpm,m12_left_back_temp_c,m12_left_back_voltage_mv,m12_left_back_current_ma,m17_right_front_rpm,m17_right_front_target_rpm,m17_right_front_temp_c,m17_right_front_voltage_mv,m17_right_front_current_ma,m14_right_middle_rpm,m14_right_middle_target_rpm,m14_right_middle_temp_c,m14_right_middle_voltage_mv,m14_right_middle_current_ma,m15_right_back_rpm,m15_right_back_target_rpm,m15_right_back_temp_c,m15_right_back_voltage_mv,m15_right_back_current_ma,m19_intake_bottom_rpm,m19_intake_bottom_target_rpm,m19_intake_bottom_temp_c,m19_intake_bottom_voltage_mv,m19_intake_bottom_current_ma,m20_intake_top_rpm,m20_intake_top_target_rpm,m20_intake_top_temp_c,m20_intake_top_voltage_mv,m20_intake_top_current_ma
76,15800,3800,3.8,SYNTHETIC_EXAMPLE,autonomous,-23.0372,-42.4373,56.412,13.8894,-4.4431,12676,95,0,78.89,0,35,1578,180,78.96,0,35,1578,180,78.94,0,35,1578,180,84.31,0,35,1687,189,84.39,0,35,1687,189,84.31,0,35,1687,189,479.9,0,45,9600,737,479.9,0,45,9600,737
77,15850,3850,3.85,SYNTHETIC_EXAMPLE,autonomous,-22.4529,-42.0475,56.177,14.0483,-4.7066,12676,95,0,79.67,0,35,1593,180,79.74,0,35,1593,180,79.72,0,35,1593,180,85.42,0,35,1709,190,85.48,0,35,1709,190,85.4,0,35,1709,190,479.92,0,45,9600,737,479.92,0,45,9600,737
78,15900,3900,3.9,SYNTHETIC_EXAMPLE,autonomous,-21.8639,-41.651,55.928,14.1994,-4.9828,12676,95,0,80.4,0,35,1608,181,80.45,0,35,1608,181,80.44,0,35,1608,181,86.48,0,35,1730,191,86.53,0,35,1730,191,86.45,0,35,1730,191,479.93,0,45,9600,737,479.93,0,45,9600,737
79,15950,3950,3.95,SYNTHETIC_EXAMPLE,autonomous,-21.2708,-41.2479,55.664,14.3424,-5.2723,12675,95,0,81.07,0,35,1621,182,81.11,0,35,1621,182,81.11,0,35,1621,182,87.51,0,35,1751,193,87.54,0,35,1751,193,87.46,0,35,1751,193,479.94,0,45,9600,737,479.94,0,45,9600,737
80,16000,4000,4.0,SYNTHETIC_EXAMPLE,autonomous,-20.6741,-40.8382,55.386,14.477,-5.5755,12675,95,0,81.68,0,35,1633,182,81.71,0,35,1633,182,81.72,0,35,1633,182,88.49,0,35,1770,194,88.5,0,35,1770,194,88.43,0,35,1770,194,479.95,0,45,9600,737,479.95,0,45,9600,737
81,16050,4050,4.05,SYNTHETIC_EXAMPLE,autonomous,-20.0743,-40.4219,55.091,14.6029,-5.893,12675,95,0,82.23,0,35,1644,183,82.25,0,35,1644,183,82.27,0,35,1644,183,89.44,0,35,1789,195,89.43,0,35,1789,195,89.36,0,35,1789,195,479.96,0,45,9600,737,479.96,0,45,9600,737
82,16100,4100,4.1,SYNTHETIC_EXAMPLE,autonomous,-19.4718,-39.9991,54.78,14.72,-6.2256,12674,95,0,82.72,0,35,1653,183,82.73,0,35,1653,183,82.75,0,35,1653,183,90.34,0,35,1807,196,90.31,0,35,1807,196,90.25,0,35,1807,196,479.96,0,45,9600,737,479.96,0,45,9600,737
83,16150,4150,4.15,SYNTHETIC_EXAMPLE,autonomous,-18.8674,-39.5698,54.451,14.828,-6.5737,12674,95,0,83.15,0,35,1662,184,83.14,0,35,1662,183,83.17,0,35,1662,184,91.2,0,35,1824,197,91.15,0,35,1824,197,91.09,0,35,1824,197,479.97,0,45,9600,737,479.97,0,45,9600,737
84,16200,4200,4.2,SYNTHETIC_EXAMPLE,autonomous,-18.2614,-39.134,54.104,14.9266,-6.9381,12674,95,0,83.51,0,35,1669,184,83.49,0,35,1669,184,83.53,0,35,1669,184,92.01,0,35,1840,198,91.95,0,35,1840,198,91.9,0,35,1840,198,479.97,0,45,9600,737,479.97,0,45,9600,737
85,16250,4250,4.25,SYNTHETIC_EXAMPLE,autonomous,-17.6546,-38.6919,53.738,15.0158,-7.3194,12674,95,0,83.8,0,35,1675,184,83.78,0,35,1675,184,83.82,0,35,1675,184,92.78,0,35,1855,199,92.7,0,35,1855,199,92.65,0,35,1855,198,479.98,0,45,9600,737,479.98,0,45,9600,737
86,16300,4300,4.3,SYNTHETIC_EXAMPLE,autonomous,-17.0475,-38.2435,53.352,15.0954,-7.7184,12673,95,0,84.03,0,35,1679,184,83.99,0,35,1679,184,84.04,0,35,1679,184,93.5,0,35,1869,200,93.4,0,35,1869,199,93.36,0,35,1869,199,479.98,0,45,9600,737,479.98,0,45,9600,737
87,16350,4350,4.35,SYNTHETIC_EXAMPLE,autonomous,-16.4408,-37.7887,52.945,15.1652,-8.1356,12673,95,0,84.19,0,35,1682,184,84.14,0,35,1682,184,84.19,0,35,1682,184,94.18,0,35,1882,200,94.06,0,35,1882,200,94.03,0,35,1882,200,479.98,0,45,9600,737,479.98,0,45,9600,737
88,16400,4400,4.4,SYNTHETIC_EXAMPLE,autonomous,-15.8349,-37.3277,52.517,15.2252,-8.5717,12673,95,0,84.28,0,35,1684,183,84.21,0,35,1684,183,84.27,0,35,1684,183,94.8,0,35,1895,201,94.68,0,35,1895,201,94.65,0,35,1895,201,479.99,0,45,9600,737,479.99,0,45,9600,737
89,16450,4450,4.45,SYNTHETIC_EXAMPLE,autonomous,-15.2307,-36.8606,52.065,15.2753,-9.0276,12673,95,0,84.29,0,35,1684,183,84.22,0,35,1684,183,84.28,0,35,1684,183,95.39,0,35,1906,201,95.25,0,35,1906,201,95.23,0,35,1906,201,479.99,0,45,9600,737,479.99,0,45,9600,737
90,16500,4500,4.5,SYNTHETIC_EXAMPLE,autonomous,-14.6287,-36.3874,51.59,15.3154,-9.5038,12673,95,0,84.24,0,35,1683,183,84.15,0,35,1683,183,84.22,0,35,1683,183,95.92,0,35,1917,202,95.77,0,35,1917,202,95.76,0,35,1917,202,479.99,0,45,9600,737,479.99,0,45,9600,737
91,16550,4550,4.55,SYNTHETIC_EXAMPLE,autonomous,-14.0295,-35.9081,51.09,15.3456,-10.0011,12673,95,0,84.11,0,35,1680,183,84.01,0,35,1680,183,84.09,0,35,1680,183,96.41,0,35,1927,202,96.25,0,35,1927,202,96.25,0,35,1927,202,479.99,0,45,9600,737,479.99,0,45,9600,737
92,16600,4600,4.6,SYNTHETIC_EXAMPLE,autonomous,-13.4339,-35.4228,50.564,15.3659,-10.52,12672,95,0,83.91,0,35,1676,183,83.81,0,35,1676,183,83.88,0,35,1676,183,96.86,0,35,1935,203,96.68,0,35,1935,203,96.69,0,35,1935,203,479.99,0,45,9600,737,479.99,0,45,9600,737
93,16650,4650,4.65,SYNTHETIC_EXAMPLE,autonomous,-12.8424,-34.9316,50.011,15.3763,-11.0612,12672,95,0,83.63,0,35,1671,183,83.53,0,35,1671,183,83.6,0,35,1671,183,97.25,0,35,1943,203,97.07,0,35,1943,203,97.09,0,35,1943,203,479.99,0,45,9600,737,479.99,0,45,9600,737
94,16700,4700,4.7,SYNTHETIC_EXAMPLE,autonomous,-12.2559,-34.4345,49.43,15.377,-11.6251,12672,95,0,83.29,0,35,1664,183,83.18,0,35,1664,183,83.26,0,35,1664,183,97.61,0,35,1950,203,97.42,0,35,1950,203,97.45,0,35,1950,203,479.99,0,45,9600,737,479.99,0,45,9600,737
95,16750,4750,4.75,SYNTHETIC_EXAMPLE,autonomous,-11.6748,-33.9317,48.819,15.3682,-12.2124,12672,95,0,82.87,0,35,1656,183,82.76,0,35,1656,183,82.83,0,35,1656,183,97.92,0,35,1957,204,97.73,0,35,1957,203,97.77,0,35,1957,203,480.0,0,45,9600,737,480.0,0,45,9600,737
96,16800,4800,4.8,SYNTHETIC_EXAMPLE,autonomous,-11.1,-33.4232,48.178,15.3499,-12.8233,12672,95,0,82.39,0,35,1646,183,82.27,0,35,1646,183,82.34,0,35,1646,183,98.19,0,35,1962,204,98.0,0,35,1962,204,98.05,0,35,1962,204,480.0,0,45,9600,737,480.0,0,45,9600,737
97,16850,4850,4.85,SYNTHETIC_EXAMPLE,autonomous,-10.532,-32.909,47.505,15.3226,-13.458,12672,95,0,81.83,0,35,1635,182,81.71,0,35,1635,182,81.78,0,35,1635,182,98.42,0,35,1967,204,98.23,0,35,1967,204,98.28,0,35,1967,204,480.0,0,45,9600,737,480.0,0,45,9600,737
98,16900,4900,4.9,SYNTHETIC_EXAMPLE,autonomous,-9.9716,-32.3892,46.799,15.2865,-14.1167,12672,95,0,81.21,0,35,1623,182,81.08,0,35,1623,182,81.16,0,35,1623,182,98.62,0,35,1970,204,98.42,0,35,1970,204,98.49,0,35,1970,204,480.0,0,45,9600,737,480.0,0,45,9600,737
99,16950,4950,4.95,SYNTHETIC_EXAMPLE,autonomous,-9.4194,-31.864,46.059,15.2419,-14.7993,12672,95,0,80.52,0,35,1609,181,80.4,0,35,1609,181,80.47,0,35,1609,181,98.77,0,35,1974,204,98.58,0,35,1974,204,98.65,0,35,1974,204,480.0,0,45,9600,737,480.0,0,45,9600,737
100,17000,5000,5.0,SYNTHETIC_EXAMPLE,autonomous,-8.8761,-31.3333,45.284,15.1891,-15.5055,12672,95,0,79.77,0,35,1594,180,79.65,0,35,1594,180,79.72,0,35,1594,180,98.9,0,35,1976,204,98.71,0,35,1976,204,98.79,0,35,1976,204,480.0,0,45,9600,737,480.0,0,45,9600,737
101,17050,5050,5.05,SYNTHETIC_EXAMPLE,autonomous,-8.3424,-30.7973,44.472,15.1288,-16.2346,12672,95,0,78.96,0,35,1578,180,78.84,0,35,1578,179,78.9,0,35,1578,180,98.99,0,35,1978,204,98.81,0,35,1978,204,98.89,0,35,1978,204,480.0,0,45,9600,737,480.0,0,45,9600,737
102,17100,5100,5.1,SYNTHETIC_EXAMPLE,autonomous,-7.8187,-30.2561,43.623,15.0612,-16.9859,12672,95,0,78.09,0,35,1561,179,77.98,0,35,1561,178,78.04,0,35,1561,179,99.05,0,35,1979,204,98.88,0,35,1979,204,98.97,0,35,1979,204,480.0,0,45,9600,737,480.0,0,45,9600,737
103,17150,5150,5.15,SYNTHETIC_EXAMPLE,autonomous,-7.3059,-29.7097,42.735,14.9871,-17.758,12672,95,0,77.17,0,35,1543,178,77.07,0,35,1543,177,77.12,0,35,1543,178,99.08,0,35,1980,204,98.93,0,35,1980,204,99.02,0,35,1980,204,480.0,0,45,9600,737,480.0,0,45,9600,737
104,17200,5200,5.2,SYNTHETIC_EXAMPLE,autonomous,-6.8046,-29.1582,41.808,14.9069,-18.5494,12672,95,0,76.21,0,35,1524,177,76.11,0,35,1524,176,76.15,0,35,1524,176,99.09,0,35,1980,204,98.95,0,35,1980,204,99.04,0,35,1980,204,480.0,0,45,9600,737,480.0,0,45,9600,737
105,17250,5250,5.25,SYNTHETIC_EXAMPLE,autonomous,-6.3152,-28.6017,40.84,14.8212,-19.3579,12672,95,0,75.2,0,35,1504,175,75.11,0,35,1504,175,75.15,0,35,1504,175,99.08,0,35,1980,204,98.95,0,35,1980,204,99.04,0,35,1980,204,480.0,0,45,9600,737,480.0,0,45,9600,737
106,17300,5300,5.3,SYNTHETIC_EXAMPLE,autonomous,-5.8384,-28.0403,39.831,14.7308,-20.181,12672,95,0,74.15,0,35,1483,174,74.07,0,35,1483,174,74.1,0,35,1483,174,99.05,0,35,1980,204,98.93,0,35,1980,204,99.03,0,35,1980,204,480.0,0,45,9600,737,480.0,0,45,9600,737
107,17350,5350,5.35,SYNTHETIC_EXAMPLE,autonomous,-5.3748,-27.4741,38.78,14.6364,-21.0155,12672,95,0,73.08,0,35,1462,173,73.01,0,35,1462,173,73.03,0,35,1462,173,99.0,0,35,1979,204,98.9,0,35,1979,204,99.0,0,35,1979,204,480.0,0,45,9600,737,480.0,0,45,9600,737
108,17400,5400,5.4,SYNTHETIC_EXAMPLE,autonomous,-4.9249,-26.9031,37.687,14.5387,-21.8575,12672,95,0,71.98,0,35,1440,171,71.92,0,35,1440,171,71.93,0,35,1440,171,98.93,0,35,1978,204,98.86,0,35,1978,204,98.95,0,35,1978,204,480.0,0,45,9600,737,480.0,0,45,9600,737
109,17450,5450,5.45,SYNTHETIC_EXAMPLE,autonomous,-4.4892,-26.3275,36.552,14.4385,-22.7027,12672,95,0,70.86,0,35,1418,170,70.81,0,35,1418,170,70.82,0,35,1418,170,98.85,0,35,1976,204,98.8,0,35,1976,204,98.89,0,35,1976,204,480.0,0,45,9600,737,480.0,0,45,9600,737
110,17500,5500,5.5,SYNTHETIC_EXAMPLE,autonomous,-4.0682,-25.7473,35.375,14.3367,-23.5459,12672,95,0,69.74,0,35,1395,168,69.7,0,35,1395,168,69.7,0,35,1395,168,98.77,0,35,1975,204,98.73,0,35,1975,204,98.81,0,35,1975,204,480.0,0,45,9600,737,480.0,0,45,9600,737
111,17550,5550,5.55,SYNTHETIC_EXAMPLE,autonomous,-3.6623,-25.1627,34.156,14.234,-24.3813,12672,95,0,68.62,0,35,1373,167,68.58,0,35,1373,167,68.58,0,35,1373,167,98.67,0,35,1973,204,98.65,0,35,1973,204,98.73,0,35,1973,204,480.0,0,45,9600,737,480.0,0,45,9600,737
112,17600,5600,5.6,SYNTHETIC_EXAMPLE,autonomous,-3.272,-24.5737,32.896,14.1313,-25.2022,12673,95,0,67.5,0,35,1351,165,67.48,0,35,1351,165,67.47,0,35,1351,165,98.56,0,35,1971,204,98.56,0,35,1971,203,98.64,0,35,1971,204,480.0,0,45,9600,737,480.0,0,45,9600,737
113,17650,5650,5.65,SYNTHETIC_EXAMPLE,autonomous,-2.8977,-23.9804,31.595,14.0295,-26.0015,12673,95,0,66.41,0,35,1329,163,66.39,0,35,1329,163,66.38,0,35,1329,163,98.44,0,35,1969,203,98.46,0,35,1969,203,98.54,0,35,1969,203,480.0,0,45,9600,737,480.0,0,45,9600,737
114,17700,5700,5.7,SYNTHETIC_EXAMPLE,autonomous,-2.5397,-23.383,30.257,13.9294,-26.7711,12673,95,0,65.34,0,35,1308,162,65.34,0,35,1308,162,65.32,0,35,1308,162,98.32,0,35,1967,203,98.36,0,35,1967,203,98.42,0,35,1967,203,480.0,0,45,9600,737,480.0,0,45,9600,737
115,17750,5750,5.75,SYNTHETIC_EXAMPLE,autonomous,-2.1984,-22.7815,28.882,13.8319,-27.5026,12673,95,0,64.31,0,35,1287,160,64.32,0,35,1287,160,64.29,0,35,1287,160,98.19,0,35,1964,203,98.24,0,35,1964,203,98.3,0,35,1964,203,480.0,0,45,9600,737,480.0,0,45,9600,737
116,17800,5800,5.8,SYNTHETIC_EXAMPLE,autonomous,-1.874,-22.176,27.472,13.7378,-28.1871,12673,95,0,63.33,0,35,1268,159,63.35,0,35,1268,159,63.32,0,35,1268,159,98.04,0,35,1962,203,98.12,0,35,1962,203,98.17,0,35,1962,203,480.0,0,45,9600,737,480.0,0,45,9600,737
117,17850,5850,5.85,SYNTHETIC_EXAMPLE,autonomous,-1.5668,-21.5667,26.032,13.648,-28.8153,12673,95,0,62.42,0,35,1249,157,62.44,0,35,1249,157,62.41,0,35,1249,157,97.89,0,35,1959,203,97.99,0,35,1959,203,98.03,0,35,1959,203,480.0,0,45,9600,737,480.0,0,45,9600,737
118,17900,5900,5.9,SYNTHETIC_EXAMPLE,autonomous,-1.277,-20.9536,24.563,13.5631,-29.3777,12674,95,0,61.57,0,35,1232,155,61.6,0,35,1232,155,61.57,0,35,1232,155,97.73,0,35,1956,203,97.84,0,35,1956,203,97.88,0,35,1956,203,480.0,0,45,9600,737,480.0,0,45,9600,737
119,17950,5950,5.95,SYNTHETIC_EXAMPLE,autonomous,-1.0047,-20.3368,23.07,13.4839,-29.8649,12674,95,0,60.8,0,35,1217,154,60.85,0,35,1217,154,60.8,0,35,1217,154,97.56,0,35,1952,202,97.68,0,35,1952,203,97.71,0,35,1952,203,480.0,0,45,9600,737,480.0,0,45,9600,737
120,18000,6000,6.0,SYNTHETIC_EXAMPLE,autonomous,-0.7501,-19.7165,21.556,13.411,-30.268,12674,95,0,60.13,0,35,1204,153,60.18,0,35,1204,153,60.13,0,35,1204,153,97.37,0,35,1949,202,97.51,0,35,1949,202,97.53,0,35,1949,202,480.0,0,45,9600,737,480.0,0,45,9600,737
121,18050,6050,6.05,SYNTHETIC_EXAMPLE,autonomous,-0.5132,-19.0927,20.027,13.345,-30.5784,12674,95,0,59.55,0,35,1192,151,59.6,0,35,1192,151,59.55,0,35,1192,151,97.17,0,35,1945,202,97.32,0,35,1945,202,97.33,0,35,1945,202,480.0,0,45,9600,737,480.0,0,45,9600,737
122,18100,6100,6.1,SYNTHETIC_EXAMPLE,autonomous,-0.2941,-18.4655,18.488,13.2863,-30.7884,12674,95,0,59.07,0,35,1183,150,59.13,0,35,1183,150,59.08,0,35,1183,150,96.95,0,35,1940,202,97.11,0,35,1940,202,97.11,0,35,1940,202,480.0,0,45,9600,737,480.0,0,45,9600,737
123,18150,6150,6.15,SYNTHETIC_EXAMPLE,autonomous,-0.0927,-17.8352,16.943,13.2353,-30.8912,12674,95,0,58.71,0,35,1175,149,58.78,0,35,1175,149,58.72,0,35,1175,149,96.7,0,35,1936,202,96.88,0,35,1936,202,96.87,0,35,1936,202,480.0,0,45,9600,737,480.0,0,45,9600,737
124,18200,6200,6.2,SYNTHETIC_EXAMPLE,autonomous,0.091,-17.2016,15.399,13.1923,-30.8814,12674,95,0,58.46,0,35,1170,148,58.54,0,35,1170,148,58.48,0,35,1170,148,96.44,0,35,1931,201,96.62,0,35,1931,202,96.6,0,35,1931,202,480.0,0,45,9600,737,480.0,0,45,9600,737
125,18250,6250,6.25,SYNTHETIC_EXAMPLE,autonomous,0.2571,-16.5651,13.861,13.1575,-30.7549,12674,95,0,58.34,0,35,1168,147,58.41,0,35,1168,147,58.36,0,35,1168,147,96.16,0,35,1925,201,96.34,0,35,1925,201,96.31,0,35,1925,201,480.0,0,45,9600,737,480.0,0,45,9600,737
126,18300,6300,6.3,SYNTHETIC_EXAMPLE,autonomous,0.4059,-15.9256,12.336,13.1308,-30.5094,12674,95,0,58.33,0,35,1168,147,58.41,0,35,1168,147,58.36,0,35,1168,147,95.85,0,35,1919,201,96.03,0,35,1919,201,96.0,0,35,1919,201,480.0,0,45,9600,737,480.0,0,45,9600,737
127,18350,6350,6.35,SYNTHETIC_EXAMPLE,autonomous,0.5375,-15.2834,10.829,13.1123,-30.1438,12674,95,0,58.45,0,35,1170,147,58.54,0,35,1170,148,58.48,0,35,1170,147,95.51,0,35,1912,200,95.7,0,35,1912,201,95.66,0,35,1912,201,480.0,0,45,9600,737,480.0,0,45,9600,737
128,18400,6400,6.4,SYNTHETIC_EXAMPLE,autonomous,0.6522,-14.6384,9.346,13.1017,-29.6591,12674,95,0,58.69,0,35,1175,148,58.78,0,35,1175,148,58.72,0,35,1175,148,95.15,0,35,1905,200,95.34,0,35,1905,200,95.29,0,35,1905,200,480.0,0,45,9600,737,480.0,0,45,9600,737
129,18450,6450,6.45,SYNTHETIC_EXAMPLE,autonomous,0.7504,-13.9909,7.893,13.0987,-29.0576,12674,95,0,59.04,0,35,1182,149,59.13,0,35,1182,150,59.08,0,35,1182,150,94.76,0,35,1897,200,94.95,0,35,1897,200,94.89,0,35,1897,200,480.0,0,45,9600,737,480.0,0,45,9600,737
130,18500,6500,6.5,SYNTHETIC_EXAMPLE,autonomous,0.8323,-13.3409,6.476,13.1031,-28.3432,12673,95,0,59.51,0,35,1191,151,59.6,0,35,1191,151,59.55,0,35,1191,151,94.35,0,35,1889,199,94.53,0,35,1889,199,94.47,0,35,1889,199,480.0,0,45,9600,737,480.0,0,45,9600,737
131,18550,6550,6.55,SYNTHETIC_EXAMPLE,autonomous,0.8983,-12.6885,5.1,13.1142,-27.521,12673,95,0,60.09,0,35,1203,152,60.18,0,35,1203,152,60.13,0,35,1203,152,93.91,0,35,1880,199,94.09,0,35,1880,199,94.02,0,35,1880,199,479.99,0,45,9600,737,479.99,0,45,9600,737
132,18600,6600,6.6,SYNTHETIC_EXAMPLE,autonomous,0.9491,-12.0339,3.77,13.1316,-26.5972,12673,95,0,60.76,0,35,1216,153,60.85,0,35,1216,154,60.8,0,35,1216,154,93.45,0,35,1871,198,93.62,0,35,1871,198,93.54,0,35,1871,198,479.99,0,45,9600,737,479.99,0,45,9600,737
133,18650,6650,6.65,SYNTHETIC_EXAMPLE,autonomous,0.9849,-11.3771,2.491,13.1545,-25.579,12673,95,0,61.53,0,35,1231,155,61.62,0,35,1231,155,61.57,0,35,1231,155,92.96,0,35,1861,198,93.12,0,35,1861,198,93.04,0,35,1861,198,479.98,0,45,9600,737,479.98,0,45,9600,737
134,18700,6700,6.7,SYNTHETIC_EXAMPLE,autonomous,1.0065,-10.7184,1.267,13.1822,-24.4741,12672,95,0,62.38,0,35,1248,157,62.46,0,35,1248,157,62.42,0,35,1248,157,92.45,0,35,1851,197,92.6,0,35,1851,197,92.51,0,35,1851,197,479.97,0,45,9600,738,479.97,0,45,9600,738
135,18750,6750,6.75,SYNTHETIC_EXAMPLE,autonomous,1.0143,-10.0577,0.103,13.2141,-23.2906,12672,95,0,63.3,0,35,1266,158,63.38,0,35,1266,158,63.34,0,35,1266,158,91.91,0,35,1840,196,92.05,0,35,1840,197,91.96,0,35,1840,197,479.96,0,45,9600,738,479.96,0,45,9600,738
136,18800,6800,6.8,SYNTHETIC_EXAMPLE,autonomous,1.0091,-9.3953,-0.999,13.2492,-22.0367,12672,95,0,64.28,0,35,1286,160,64.36,0,35,1286,160,64.33,0,35,1286,160,91.35,0,35,1828,196,91.48,0,35,1828,196,91.39,0,35,1828,196,479.94,0,45,9600,738,479.94,0,45,9600,738
137,18850,6850,6.85,SYNTHETIC_EXAMPLE,autonomous,0.9914,-8.7312,-2.035,13.2868,-20.7206,12672,95,0,65.32,0,35,1307,162,65.39,0,35,1307,162,65.36,0,35,1307,162,90.77,0,35,1817,195,90.88,0,35,1817,195,90.79,0,35,1817,195,479.91,0,45,9600,739,479.91,0,45,9600,739
138,18900,6900,6.9,SYNTHETIC_EXAMPLE,autonomous,0.9621,-8.0655,-3.003,13.326,-19.3502,12671,95,0,66.4,0,35,1328,163,66.47,0,35,1328,163,66.44,0,35,1328,163,90.17,0,35,1804,194,90.26,0,35,1804,194,90.17,0,35,1804,194,479.86,0,45,9600,740,479.86,0,45,9600,740
139,18950,6950,6.95,SYNTHETIC_EXAMPLE,autonomous,0.9218,-7.3984,-3.899,13.366,-17.933,12671,95,0,67.51,0,35,1350,165,67.58,0,35,1350,165,67.56,0,35,1350,165,89.54,0,35,1792,193,89.61,0,35,1792,194,89.53,0,35,1792,194,479.8,0,45,9600,741,479.8,0,45,9600,741
140,19000,7000,7.0,SYNTHETIC_EXAMPLE,autonomous,0.8713,-6.73,-4.723,13.406,-16.4759,12671,95,0,68.65,0,35,1373,167,68.71,0,35,1373,167,68.69,0,35,1373,167,88.88,0,35,1778,193,88.94,0,35,1778,193,88.86,0,35,1778,193,479.71,0,45,9600,742,479.71,0,45,9600,742
141,19050,7050,7.05,SYNTHETIC_EXAMPLE,autonomous,0.8115,-6.0604,-5.472,13.4451,-14.9853,12670,95,0,69.81,0,35,1396,169,69.85,0,35,1396,169,69.85,0,35,1396,169,88.2,0,35,1765,192,88.25,0,35,1765,192,88.17,0,35,1765,192,479.59,0,45,9600,744,479.59,0,45,9600,744
142,19100,7100,7.1,SYNTHETIC_EXAMPLE,autonomous,0.7432,-5.3898,-6.146,13.4827,-13.4669,12670,95,0,70.97,0,35,1419,170,71.01,0,35,1419,170,71.01,0,35,1419,170,87.5,0,35,1750,191,87.52,0,35,1750,191,87.45,0,35,1750,191,479.42,0,45,9600,747,479.42,0,45,9600,747
143,19150,7150,7.15,SYNTHETIC_EXAMPLE,autonomous,0.6672,-4.7181,-6.742,13.5181,-11.9258,12669,95,0,72.13,0,35,1442,172,72.16,0,35,1442,172,72.17,0,35,1442,172,86.77,0,35,1736,190,86.78,0,35,1736,190,86.7,0,35,1736,190,479.19,0,45,9600,751,479.19,0,45,9600,751
144,19200,7200,7.2,SYNTHETIC_EXAMPLE,autonomous,0.5846,-4.0457,-7.26,13.5505,-10.3664,12669,95,0,73.29,0,35,1465,173,73.31,0,35,1465,173,73.32,0,35,1465,173,86.01,0,35,1720,189,86.0,0,35,1720,189,85.93,0,35,1720,189,478.88,0,45,9600,756,478.88,0,45,9600,756
145,19250,7250,7.25,SYNTHETIC_EXAMPLE,autonomous,0.4961,-3.3725,-7.7,13.5794,-8.7925,12668,95,0,74.43,0,35,1488,175,74.44,0,35,1488,175,74.46,0,35,1488,175,85.22,0,35,1704,188,85.19,0,35,1704,188,85.13,0,35,1704,188,478.48,0,45,9600,762,478.48,0,45,9600,762
146,19300,7300,7.3,SYNTHETIC_EXAMPLE,autonomous,0.4028,-2.6987,-8.06,13.6043,-7.2073,12667,95,0,75.56,0,35,1510,176,75.56,0,35,1510,176,75.59,0,35,1510,176,84.4,0,35,1688,187,84.35,0,35,1688,187,84.3,0,35,1688,187,477.95,0,45,9600,770,477.95,0,45,9600,770
147,19350,7350,7.35,SYNTHETIC_EXAMPLE,autonomous,0.3055,-2.0245,-8.341,13.6248,-5.6137,12666,95,0,76.67,0,35,1532,178,76.65,0,35,1532,178,76.69,0,35,1532,178,83.54,0,35,1670,186,83.49,0,35,1670,186,83.44,0,35,1670,186,477.27,0,45,9600,779,477.27,0,45,9600,779
148,19400,7400,7.4,SYNTHETIC_EXAMPLE,autonomous,0.2053,-1.3498,-8.542,13.6404,-4.0139,12665,95,0,77.75,0,35,1554,179,77.72,0,35,1554,179,77.76,0,35,1554,179,82.66,0,35,1653,185,82.59,0,35,1653,185,82.55,0,35,1653,185,476.41,0,45,9600,791,476.41,0,45,9600,791
149,19450,7450,7.45,SYNTHETIC_EXAMPLE,autonomous,0.1032,-0.675,-8.662,13.651,-2.4099,12663,95,0,78.81,0,35,1575,181,78.77,0,35,1575,180,78.81,0,35,1575,181,81.74,0,35,1634,184,81.66,0,35,1634,184,81.62,0,35,1634,184,475.33,0,45,9600,806,475.33,0,45,9600,806
150,19500,7500,7.5,SYNTHETIC_EXAMPLE,autonomous,0.0,0.0,-8.702,13.6563,-0.8036,12662,95,0,79.83,0,35,1595,182,79.78,0,35,1595,182,79.83,0,35,1595,182,80.79,0,35,1615,183,80.69,0,35,1615,183,80.67,0,35,1615,183,474.0,0,45,9600,823,474.0,0,45,9600,823
151,19550,7550,7.55,SYNTHETIC_EXAMPLE,autonomous,-0.1032,0.675,-8.662,13.6563,0.8036,12660,95,0,80.82,0,35,1615,183,80.76,0,35,1615,183,80.82,0,35,1615,183,79.81,0,35,1595,182,79.7,0,35,1595,182,79.68,0,35,1595,181,472.38,0,45,9600,844,472.38,0,45,9600,844
152,19600,7600,7.6,SYNTHETIC_EXAMPLE,autonomous,-0.2053,1.3498,-8.542,13.651,2.4099,12658,95,0,81.78,0,35,1634,184,81.71,0,35,1634,184,81.77,0,35,1634,184,78.79,0,35,1575,180,78.67,0,35,1575,180,78.66,0,35,1575,180,470.44,0,45,9600,867,470.44,0,45,9600,867
153,19650,7650,7.65,SYNTHETIC_EXAMPLE,autonomous,-0.3055,2.0245,-8.341,13.6404,4.0139,12655,95,0,82.71,0,35,1653,185,82.63,0,35,1653,185,82.7,0,35,1653,185,77.75,0,35,1554,179,77.62,0,35,1554,179,77.62,0,35,1554,179,468.13,0,45,9600,894,468.13,0,45,9600,894
